FT   variation       5577
FT                   /colour=4
FT                   /gene=group_8176
FT                   /taxa="SRR2167785_prok"
FT   variation       3434
FT                   /colour=5
FT                   /gene=group_7441
FT                   /taxa="SRR1656335__prok SRR1656350__prok"
FT   variation       11650
FT                   /colour=4
FT                   /gene=group_7227
FT                   /taxa="SRR1656267_prok"
FT   variation       9991
FT                   /colour=5
FT                   /gene=group_7834
FT                   /taxa="SRR1656335__prok SRR1656350__prok"
FT   variation       8717
FT                   /colour=5
FT                   /gene=mhqR_3
FT                   /taxa="SRR1656267_prok SRR1656269__prok SRR4420705__prok"
FT   variation       8816
FT                   /colour=5
FT                   /gene=group_7862
FT                   /taxa="SRR1656335__prok SRR1656350__prok"
FT   variation       4871
FT                   /colour=2
FT                   /gene=act_2
FT                   /taxa="SRR1617632__prok SRR1656267_prok SRR1656269__prok SRR1656335__prok SRR1656350__prok SRR2164311__prok SRR2167785_prok SRR2171381__prok SRR2171418__prok SRR3954738__prok SRR3954739__prok SRR3954741__prok SRR3954742__prok SRR3954743__prok SRR3954744__prok SRR3954745__prok SRR3954747__prok SRR4420705__prok"
FT   variation       7679
FT                   /colour=2
FT                   /gene=proP
FT                   /taxa="SRR1617632__prok SRR1656267_prok SRR1656269__prok SRR1656335__prok SRR1656350__prok SRR2164311__prok SRR2167785_prok SRR2171381__prok SRR2171418__prok SRR3954738__prok SRR3954739__prok SRR3954741__prok SRR3954742__prok SRR3954743__prok SRR3954744__prok SRR3954745__prok SRR3954747__prok SRR4420705__prok"
FT   variation       8636
FT                   /colour=4
FT                   /gene=group_8827
FT                   /taxa="SRR2167785_prok"
FT   variation       6974
FT                   /colour=4
FT                   /gene=uvrC_3
FT                   /taxa="SRR2167785_prok"
FT   variation       4842
FT                   /colour=2
FT                   /gene=spoVAD_2
FT                   /taxa="SRR1617632__prok SRR1656267_prok SRR1656269__prok SRR1656335__prok SRR1656350__prok SRR2164311__prok SRR2167785_prok SRR2171381__prok SRR2171418__prok SRR3954738__prok SRR3954739__prok SRR3954741__prok SRR3954742__prok SRR3954743__prok SRR3954744__prok SRR3954745__prok SRR3954747__prok SRR4420705__prok"
FT   variation       6776
FT                   /colour=4
FT                   /gene=group_10085
FT                   /taxa="SRR2171418__prok"
FT   variation       10978
FT                   /colour=5
FT                   /gene=group_5013
FT                   /taxa="SRR1656335__prok SRR1656350__prok SRR2167785_prok"
FT   variation       5497
FT                   /colour=2
FT                   /gene=citZ
FT                   /taxa="SRR1617632__prok SRR1656267_prok SRR1656269__prok SRR1656335__prok SRR1656350__prok SRR2164311__prok SRR2167785_prok SRR2171381__prok SRR2171418__prok SRR3954738__prok SRR3954739__prok SRR3954741__prok SRR3954742__prok SRR3954743__prok SRR3954744__prok SRR3954745__prok SRR3954747__prok SRR4420705__prok"
FT   variation       6099
FT                   /colour=2
FT                   /gene=thiY_2
FT                   /taxa="SRR1617632__prok SRR1656267_prok SRR1656269__prok SRR1656335__prok SRR1656350__prok SRR2164311__prok SRR2167785_prok SRR2171381__prok SRR2171418__prok SRR3954738__prok SRR3954739__prok SRR3954741__prok SRR3954742__prok SRR3954743__prok SRR3954744__prok SRR3954745__prok SRR3954747__prok SRR4420705__prok"
FT   variation       10979
FT                   /colour=5
FT                   /gene=group_5014
FT                   /taxa="SRR1656335__prok SRR1656350__prok SRR2167785_prok"
FT   variation       2700
FT                   /colour=10
FT                   /gene=group_1172
FT                   /taxa="SRR2167785_prok SRR2171381__prok SRR2171418__prok SRR3954738__prok SRR3954739__prok SRR3954741__prok SRR3954742__prok SRR3954743__prok SRR3954744__prok SRR3954745__prok SRR3954747__prok"
FT   variation       7180
FT                   /colour=5
FT                   /gene=group_6083
FT                   /taxa="SRR1617632__prok SRR2164311__prok"
FT   variation       3354
FT                   /colour=4
FT                   /gene=prsA
FT                   /taxa="SRR2167785_prok"
FT   variation       3511
FT                   /colour=2
FT                   /gene=metX
FT                   /taxa="SRR1617632__prok SRR1656267_prok SRR1656269__prok SRR1656335__prok SRR1656350__prok SRR2164311__prok SRR2167785_prok SRR2171381__prok SRR2171418__prok SRR3954738__prok SRR3954739__prok SRR3954741__prok SRR3954742__prok SRR3954743__prok SRR3954744__prok SRR3954745__prok SRR3954747__prok SRR4420705__prok"
FT   variation       7497
FT                   /colour=5
FT                   /gene=group_4596
FT                   /taxa="SRR1656267_prok SRR1656269__prok SRR4420705__prok"
FT   variation       5385
FT                   /colour=4
FT                   /gene=group_10483
FT                   /taxa="SRR4420705__prok"
FT   variation       3059
FT                   /colour=4
FT                   /gene=group_8533
FT                   /taxa="SRR2167785_prok"
FT   variation       2645
FT                   /colour=5
FT                   /gene=group_8000
FT                   /taxa="SRR1656335__prok SRR1656350__prok"
FT   variation       10020
FT                   /colour=5
FT                   /gene=resE_10
FT                   /taxa="SRR1656267_prok SRR1656269__prok SRR4420705__prok"
FT   variation       429
FT                   /colour=2
FT                   /gene=trmL
FT                   /taxa="SRR1617632__prok SRR1656267_prok SRR1656269__prok SRR1656335__prok SRR1656350__prok SRR2164311__prok SRR2167785_prok SRR2171381__prok SRR2171418__prok SRR3954738__prok SRR3954739__prok SRR3954741__prok SRR3954742__prok SRR3954743__prok SRR3954744__prok SRR3954745__prok SRR3954747__prok SRR4420705__prok"
FT   variation       9917
FT                   /colour=2
FT                   /gene=group_71
FT                   /taxa="SRR1617632__prok SRR1656267_prok SRR1656269__prok SRR1656335__prok SRR1656350__prok SRR2164311__prok SRR2167785_prok SRR2171381__prok SRR2171418__prok SRR3954738__prok SRR3954739__prok SRR3954741__prok SRR3954742__prok SRR3954743__prok SRR3954744__prok SRR3954745__prok SRR3954747__prok SRR4420705__prok"
FT   variation       7728
FT                   /colour=2
FT                   /gene=lsrB
